prefLabel@es,term_id
changes in operational requirement,LT8653276
changes per hour,LT4774246
changes slope,LT6417658
characteristic behaviour,LT7553011
characteristic buckling resistance,LT6580178
characteristic buckling stress,LT5043589
characteristic curve,LT2510011
characteristic data,LT1466013
characteristics behaviour,LT2837027
checks against damage,LT6676709
chemical composition,LT7672796
chemical stability Test,LT3828170
chord element,LT1839106
chord length,LT2647727
chord line,LT5906271
circumferential direction,LT3400484
circumferential extension,LT2715741
clad welding,LT4051208
clamping bolt,LT5469936
class approval scope,LT7492862
class guideline,LT2420158
class notation,LT2175529
classical elastic buckling,LT7752952
classification,LT6974656
classification based on risk,LT9809327
classification guideline,LT7946048
classification of ship,LT5046729
classification rule,LT5497379
classification society,LT5090364
claw device,LT7885490
clean lint,LT2970944
clean steel,LT7247800
clearance tolerance,LT9892341
closed form,LT1769988
closed form method,LT3697299
closed position,LT3503055
closing of isolation valve,LT8041957
coarse mesh,LT4351877
coarse mesh stress,LT5324261
coating,LT7485936
coating and clad welding,LT4226442
coating manufacturer,LT8701503
coating material,LT8342109
coating thickness,LT2925218
coefficient at considered section,LT2370942
coefficient at maximum bollard,LT6923239
coefficient for high cycle,LT9313388
coefficient of friction,LT8100469
coefficients for plastic flow,LT9058896
cold rolling,LT2217217
collapse behaviour,LT4535195
collapse limit,LT2043113
collapse mode,LT3999200
collapse of structural element,LT7400881
collapse region,LT6605462
collision bulkhead,LT8236011
colour contrast,LT4033127
colour contrast penetrant,LT4110908
colour contrast product family,LT5585330
column buckling,LT9499313
combat task,LT1104533
combination bi,LT1258751
combinations for container,LT5799246
combined effect,LT7292489
combustion,LT4221198
common shaft design,LT9220459
common structural rule,LT7235164
comparison exposure,LT8207931
compatibility equation,LT7143287
competent crew member,LT1413004
complete coverage,LT9959148
complete crank,LT8487925
complete dynamic system,LT6208308
complete sphere,LT4084374
complete sphere with radius,LT9762366
complete stress,LT3066430
complex plane,LT4476193
complex plane display,LT7072497
component in question,LT1912772
component influence,LT2648508
component influence factor,LT2458401
component stress,LT3826469
component stress history,LT4688067
components for proper condition,LT4185885
components for thermal spraying,LT8442853
components in pitch,LT7145214
components of lashing force,LT3857569
components on open deck,LT3560412
components stress history,LT7291090
compressed side,LT1739237
compression fillet,LT5877708
compression flange,LT7502238
compression force,LT9035115
compression load,LT2553167
compression member,LT5557234
compression of plate,LT7293081
compression wave,LT7553634
compression wave angle,LT8607689
compressive buckling stress,LT3012671
compressive force,LT6578180
compressive load,LT2285245
compressive principal membrane stress,LT5787224
compressive residual,LT9880689
compressive residual stress,LT3298851
compressive stress,LT1230530
compressor room,LT1431796
computer program,LT9707971
computer screen,LT5694710
computer software,LT7757818
computer system,LT4939131
computerized buckling,LT5655938
concentration factor,LT3093198
concentration factor for compression,LT5404400
concentration factor for torsion,LT9511427
conceptual document,LT6385125
condensate system,LT8509927
condition,LT3733916
condition for strength,LT1403509
condition monitoring,LT5117834
condition monitoring method,LT9708510
conditions for compliance,LT3434810
cone adapter,LT1138074
cone angle,LT5379603
confidence interval,LT9673431
configuration of stiffened plate,LT1792047
configurations for surface,LT3075716
connection with approval,LT1409289
consequence,LT3161200
consequence of hazard,LT9884552
consequences of failure,LT3972504
consequences of hazard,LT7102950
conservative assumption,LT4051683
considerable negative torque,LT6795798
consideration for future revision,LT7664067
consideration of beam,LT5270798
constant hardness,LT9107502
constant stress,LT7878952
constant stress amplitude _v,LT4612052
constraints at model,LT7993097
construction of reference,LT4273973
contact pattern,LT4465940
contact ratio,LT7002652
contact ratio factor Y_,LT7106969
contact surface,LT6489549
contact temperature,LT1346570
contact width,LT5348576
container,LT1828832
container block,LT4048886
container carrier,LT7518627
container corner,LT9960913
container data,LT1486495
container end,LT2180433
container end frame,LT4876404
container force,LT5502959
container foundation,LT8271283
container lashing,LT4768487
container layer,LT8110897
container position,LT9083451
container position correction factor,LT1741949
container post,LT9459053
container securing,LT5893393
container securing device,LT3383182
container ship,LT1296227
container stack,LT7219361
container stowage,LT3362066
container type,LT1192716
containers in cargo,LT2433042
context of ice interaction,LT4334121
continued service,LT5833743
continuous beam,LT8872125
continuous grain flow,LT1133998
continuous longitudinal stiffener,LT2419418
continuous operation,LT3474623
continuous stiffener,LT1886746
continuous structure,LT9169476
contracting party,LT2378267
control and monitoring system,LT3140787
control panel,LT8235518
control valve,LT4586255
controllable pitch propeller,LT4947733
controllable pitch propeller plant,LT8869216
controlled manner,LT9275567
conversion formula,LT7655852
copper works,LT1698180
core hardness,LT5142354
core material,LT4970691
corner casting,LT5062181
corner post compression,LT6574536
corner post force,LT2115280
corner post load,LT5897012
correct area,LT1256433
correction factor,LT6252860
correction factor for influence,LT6018436
correction value,LT6178915
corresponding SCF,LT2867575
corresponding class guideline,LT4458634
corresponding fatigue strength,LT6790410
corresponding piping section,LT5948200
corresponding position,LT3405152
corresponding shock,LT6881814
corrosion deduction,LT6981930
corrosion protection,LT4536059
corrosion resistance,LT9328413
corrosive environment,LT3903740
corrugated bulkhead,LT8142029
corrugated panel,LT1589252
corrugation flange,LT6629804
corrugation of corrugated bulkhead,LT5693499
couplant medium,LT9924615
coupling medium oil,LT5349213
craft piping system,LT5405876
crank,LT3917256
crank dimension,LT7818317
crank disk,LT4440004
crank pin,LT7027063
crank pin force,LT5638538
crank pin on crank,LT1443049
crank pin profile,LT1238049
crank plane,LT5991581
crank radius,LT5237228
crank size,LT6228539
crank test,LT5569984
crank throw,LT6856692
crank train bearing,LT5129490
crank web,LT1858136
crankpin,LT3016743
crankpin cross,LT2161159
crankpin diameter,LT3185910
crankpin fillet,LT4129214
crankpin fillet criterion,LT2754580
crankpin hardening,LT7550452
crankpin oil,LT9299985
crankpin or journal hardening,LT3138191
crankpin plane,LT5526146
crankshaft,LT7407281
creep wave probe,LT8065372
crew,LT1042746
criteria,LT1051074
criteria against GZ curve,LT7286497
criteria for composite,LT6705745
criteria for metallic material,LT9308631
criteria for propeller,LT5580091
critical buckling,LT8809355
critical element,LT1731818
critical location,LT2963880
critical mode,LT1591937
critical plane criteria,LT7089907
critical section,LT9886669
critical strength,LT1358214
critical stress,LT5846948
cross curve,LT3232096
cross sectional area,LT1645344
cross sectional centroid,LT6264258
cross tie,LT4484789
crude oil,LT6887863
cruise vessel,LT3435655
cumulative approach,LT4227593
cumulative damage,LT7589353
cumulative fatigue,LT3809895
cumulative fatigue calculation,LT1938063
cumulative length of indication,LT4411389
current field measurement,LT1902949
current magnetization,LT7291895
curvature increment,LT1747161
curve for steel,LT8155718
curve in damaged condition,LT9942567
curve in intact condition,LT5255277
curved object,LT3261937
curved panel,LT4304520
curved plate limit state,LT6333447
curved plate panel,LT6276997
curves for representative ship,LT7232209
cycle,LT2830901
cycle torsional fatigue,LT1998065
cycle torsional vibration stress,LT7563667
cycle torsional vibratory stress,LT3501911
cycles in block,LT9320357
cyclic mesh stiffness variation,LT8350353
cyclic torque,LT3107650
cylinder,LT1151752
cylinder valve,LT8810414
cylindrical and bevel gear,LT6319725
cylindrical gear,LT2188211
cylindrical section,LT1889400
dB beam profile,LT7834983
dB drop profile,LT2604775
dB drop technique,LT9107344
dB pr,LT6854189
damage and consequent flooding,LT3993779
damage calculation,LT5214435
damage ratio,LT2281478
damage stability,LT4539284
damage stability criteria,LT9857649
damage stability requirement,LT8817869
damage sum,LT9532258
damaged tank,LT3362097
damping action,LT7274572
damping and torque characteristic,LT2017460
damping as absolute damping,LT7185762
damping coefficient,LT2776801
damping torque,LT2047423
dangerous zone,LT9546564
darkened area,LT2974505
decimal place,LT1205650
decision aid,LT4614760
decisive load,LT7713891
deck and double bottom,LT3967988
deck cargo,LT8616003
deck load,LT6505287
deck opening,LT6882728
deck part,LT7305627
deck structure,LT1397664
deck transverse,LT3140608
deep artificial defect,LT6033614
deep slot,LT9159138
default list of damage,LT5944294
defect evaluation,LT8942925
defect free area,LT5232643
defect size,LT8176622
defines constitutive material,LT2344321
definition of utilization factor,LT4618073
deflection curve,LT6909807
deflections of container,LT3195506
deformation and stress response,LT9516974
deformation of stiffener,LT3784535
degassing tank,LT9396024
degradation of functionality,LT9043726
degradation of performance,LT1205631
degree of freedom,LT7316650
degree of imperfection sensitivity,LT4561912
degree of slenderness,LT9122870
degrees of freedom,LT1270178
demand safety factor,LT4979965
demand torque,LT9642646
demand torque characteristic,LT3368727
depth direction,LT9629847
depth of propeller,LT9807023
depth of treatment,LT4591247
description of structural modelling,LT2249000
descriptions for Cm,LT3586119
descriptions of method,LT3141311
design criteria,LT3252102
design curve,LT8674074
design ice load,LT6430358
design intent,LT8798790
design intention,LT6599006
design limit,LT9313153
design load,LT7177952
design load combination,LT2659254
design load scenario,LT2528472
design of blade,LT6788071
design of propulsion,LT6313176
design parameter,LT4777765
design phase,LT6060922
design philosophy,LT9402323
design principle,LT1435604
design proposal,LT6891680
design tip relief,LT2430706
destructive examination,LT4534503
destructive examination of weld,LT2918648
destructive testing,LT4699445
destructive testing method,LT2911188
destructive testing of weld,LT6255986
detail design,LT9509152
detail design drawing,LT2599386
detail for fine mesh,LT3266220
detailed assessment,LT6190610
detailed fatigue,LT2033583
detailed fatigue analysis,LT5910699
detailed stress,LT8279687
detecting media,LT3722421
detecting medium,LT3686918
detection media,LT8884044
detection of imperfection,LT4146354
detection of surface,LT8681030
detection of transverse defect,LT5833191
detection sensitivity,LT3466387
deterioration of functional capability,LT1021195
determination of KH_,LT8037933
determination of Kv,LT4985774
determination of probe,LT6491945
detrimental effect,LT1425309
dew point,LT3311504
diagnostics of machine,LT9254099
diameter of axial,LT5635979
diameter of oil,LT9042554
diameter of push,LT8076560
diameter shaft,LT3734644
diesel engine,LT6323830
difference in angle,LT2586666
difference in attenuation,LT7208049
difference in fatigue strength,LT7301772
different buckling,LT2794201
different categories of casualty,LT4900896
different compartment,LT9063441
different equipment,LT7878263
different from acceptance,LT3785850
different imperfection,LT1407723
different location,LT2617850
different ship system,LT3661775
different ship type,LT7676611
different slenderness,LT1247176
different stress gradient,LT2926054
different technical discipline,LT7166324
different thickness,LT7956448
differential coil type,LT6743588
differs for endurance,LT6535020
digital Radiography,LT4545045
digital detector,LT2529976
dimensional beam model,LT7551238
dimensional buckling curve,LT4944254
dimensional modelling,LT4382493
dimensionless acceleration factor,LT9378554
dip lubrication,LT1140935
direct calculation,LT7310327
direct integration,LT5574013
direct strength analysis,LT9858692
direction of Fext,LT4809359
directional control,LT1445444
directional reflectivity,LT1719166
directional shear,LT3375980
disadvantage of tensile residual,LT4594078
discharge hose,LT9310500
discharge piping,LT7068338
discharge side,LT5788144
disciplinary work process,LT6247098
discontinuity of stress result,LT1156998
discrepancy between calculated draught,LT2606939
discrete number of cycle,LT3645300
dished end,LT4915356
displacement of container,LT6898026
display presentation,LT6778655
distance between main journal,LT4099370
distance between test object,LT9301715
distance voyage,LT1565759
distinct direction,LT8367349
distorted element,LT6304923
distribution system,LT5661915
door frame,LT4711078
double amplitude,LT2207568
double bottom,LT2111626
double bottom girder,LT4239174
double bottom structure,LT4361537
double helical gear,LT8406503
double helix,LT6896769
double image,LT8313819
double logarithmic _,LT4965717
double probe,LT3100817
dove tail,LT4079846
draft midship,LT1605033
draught,LT6571087
draught in way,LT4514675
draught limit,LT9529942
draught midship,LT2033495
drive motor,LT9434326
drop in membrane stiffness,LT6915413
dry and liquid cargo,LT1999235
dry blasting process,LT5358832
dry cargo in bulk,LT3467973
dry cargo ship,LT9553571
dry compressed air,LT4383814
dry particle,LT4387452
dry powder,LT6247091
dummy rod element,LT6124708
duplex stainless steel,LT2497505
dynamic behaviour,LT8442482
dynamic factor,LT4391759
dynamic ice load,LT8136362
dynamic load,LT6169560
dynamic load case,LT8248628
dynamic stiffness,LT1193795
dynamic stress,LT5460115
dynamic working,LT8801371
early phase,LT3325567
eccentric axial,LT6108172
echo amplitude,LT7868343
echo height,LT9219369
echo response,LT2602373
echo technique,LT3478047
echoes with amplitude,LT3617311
eddy current examination,LT6804184
eddy current method,LT1457247
eddy current testing,LT4406361
edge along y axis,LT3810093
edge and tip region,LT8630961
edge function,LT1920519
edge reinforcement,LT3746295
edge rounding,LT9029300
edge stiffener,LT5910590
edge stress ratio,LT5090890
editorial correction,LT9165424
effect analysis,LT1314768
effect of slack tank,LT3994685
effect of variable loading,LT8173627
effective axial stress,LT2106781
effective height of guide,LT4882664
effective hull,LT5271054
effective inflow angle,LT8438591
effective longitudinal element,LT6002699
effective mesh,LT4528927
effective plate breadth,LT8749793
effective radius,LT1567710
effective shear area,LT2889839
effective wake,LT2825231
effective wake variation,LT3718206
effective width,LT3519103
elastic FE analysis,LT6273667
elastic buckling,LT7842102
elastic buckling limit,LT6191835
elastic buckling load,LT9617317
elastic buckling stress,LT1170322
elastic column,LT9157163
elastic deflection,LT6960994
elastic deflection fsh,LT2115339
elastic plate,LT7727330
elastic plate buckling,LT1641859
elastic system,LT6317143
elastic torsional buckling,LT3308748
elasticity factor,LT4110006
electric motor,LT5419477
electric motor room,LT3203482
electrical equipment,LT1684993
electrical installation,LT6272566
electrical power,LT2526847
electromagnetic yoke,LT9154860
element,LT5555490
element accuracy,LT4914558
element centroid,LT8145276
element edge,LT7283931
element in order,LT7617508
element in ship,LT6966782
element mesh,LT5218198
element size,LT8017921
element strain,LT7992813
element to size,LT9176840
element torsional stiffness,LT2339470
element with axial,LT7064442
elementary plate panel,LT3352836
elements if material,LT5857972
elements in ship,LT3221458
elevated temperature,LT1383656
emergency fire pump,LT1662955
emergency situation,LT5676190
empirical expression,LT5070091
empirical factor,LT1196195
empirical formulation,LT7191580
empirical mean,LT6753939
empirical method,LT7083438
empty cargo compartment,LT6606590
emulsifiable penetrant,LT5757650
emulsifier contact time,LT2862058
endurance strength,LT7744386
energy method,LT3241609
engine damping,LT1816607
engine inertia,LT1005007
engine manufacturer,LT1807331
engine masses,LT3919758
engine room,LT1622169
engine speed,LT8783430
engine torque,LT2686360
engineering judgement,LT6236538
engineering strain,LT8553188
entire fillet,LT7444194
epicyclic gear,LT9711291
equal to element,LT3653124
equilibrium equation,LT6048002
equilibrium position,LT3698085
equilibrium position after damage,LT6220475
equipment,LT7144549
equipment Part,LT6710332
equipment axis,LT4166053
equipment letter,LT7168141
equipment manufacturer,LT9646044
equivalency principle,LT4261287
equivalent deck line,LT3903552
equivalent flange,LT7586797
equivalent flange thickness,LT3907262
equivalent ice stress,LT7288111
equivalent minimum yield,LT7956667
equivalent number of cycle,LT9293554
equivalent plate,LT3200707
equivalent radius of curvature,LT5378694
equivalent static stress,LT5926522
equivalent tip,LT1649197
equivalent tip relief,LT1386683
equivalent torsional stress,LT4501455
erroneous result,LT5746609
euler column,LT9061895
evaluation area,LT8001957
evaluation curve,LT9441981
evaluation level,LT4464074
evaluation method,LT5852402
evaluation mode,LT1433967
evaluation of container,LT9237711
evaluation of container securing,LT7740289
evaluation of fatigue test,LT9319426
evaluation of hazard,LT4343170
evaluation of safety,LT1989483
evaluation of severe wind,LT2722920
event of gas,LT7429966
eventual manual action,LT5463544
examination and operational Test,LT9352397
examination of weld,LT1084433
examples of cross section,LT9157766
exceedance diagram of ice,LT5869315
excessive sound path,LT7425483
excessive washing,LT1510800
excitation for axial vibration,LT7598254
expansion foam,LT3886688
experience with similar gear,LT9941434
experience with similar plant,LT4219991
expiry date,LT5191309
exposure time,LT3936155
exposures in accordance,LT1688820
extended testing,LT9360239
extension cable,LT9828388
extent of evaluation area,LT6012837
extent of manual action,LT6649947
extent of verification,LT3301026
exterior boundary,LT7685475
external diameter,LT8496895
external gear,LT4533295
external heeling moment,LT3080053
external lashing,LT7650461
external lashing system,LT7029976
external load,LT3930448
external pressure,LT1470943
extinguishing agent,LT5202467
extreme load,LT3191553
extreme wave,LT6934854
fabrication standard,LT5920807
faceload distribution,LT2804233
factor and reduction factor,LT8129581
factor for high cycle,LT7872511
factor for low cycle,LT7970230
factor for member,LT9274736
factor for surface roughness,LT2880645
factor for torsion,LT4803631
factors Y,LT5410867
factors etc,LT4062438
factors for diesel,LT8600718
factors for high cycle,LT7062345
factors in Sec,LT9982174
factors in crankshaft,LT7165678
factors on lubrication,LT2629962
failure in one steering,LT7202205
failure mechanism,LT9446219
failure mode,LT4208785
failure pressure coefficient,LT7706182
failure surface,LT1095688
fall lifeboat,LT5546872
fall lifeboat release system,LT5311969
fatigue,LT1549858
fatigue Test,LT9995717
fatigue analysis,LT3979426
fatigue assessment,LT1328140
fatigue breakage,LT5547344
fatigue calculation,LT7725891
fatigue criteria,LT1220115
fatigue damage,LT5296259
fatigue damage ratio,LT7219774
fatigue design,LT9885528
fatigue initiation,LT4628011
fatigue life,LT6436696
fatigue limit,LT6224987
fatigue property,LT2984472
fatigue strength,LT9234127
fatigue strength assessment,LT1640042
fatigue strength of induction,LT4545020
fatigue stress,LT5835751
fatigue test,LT2409686
fatigue testing,LT9933302
fatigue value,LT8503973
faulty weld,LT5273897
ferritic material,LT1146219
ferritic steel,LT6929349
fibre optics,LT5840968
field strength,LT1514025
fillet,LT7448156
fillet contour,LT5179309
fillet fatigue strength,LT5913953
fillet radii,LT6627037
fillet radius,LT9759748
fillet stress,LT6164476
fillet surface,LT5819174
fillet surface hardness,LT1251075
fillet weld,LT9652630
filling height,LT3381357
film processing,LT2651530
film technique,LT8429697
film viewing,LT4104018
filtered signal,LT6391748
filtered speed signal,LT3218440
final Fe,LT5195347
final documentation,LT1851253
final inspection,LT4443440
final machined surface,LT1696284
fine mesh analysis,LT9490553
fine mesh model,LT9843150
fine mesh result,LT3676680
fine mesh strength analysis,LT1716265
fine mesh zone,LT6111853
finer mesh,LT9959107
finite element,LT7457782
finite element method,LT4009827
finite element model,LT3156670
fire damper,LT8095226
fire detection,LT6983190
fire detection system,LT2966036
fire extinguisher,LT2471751
fire extinguishing,LT2276500
fire extinguishing system,LT3305969
fire fighting equipment,LT2812986
fire hose,LT9502386
fire or flooding casualty,LT9277364
fire protection,LT2179533
fire pumps,LT2627989
fire resistant cabling,LT6438029
fireextinguishing system,LT4023584
fireextinguishing system for engine,LT4114719
first layer thickness,LT4898018
first moment of area,LT7304608
first proposal,LT4929191
first specimen,LT3744450
fit coupling,LT2312704
fitting curve,LT8021199
fixation point,LT1222184
fixed container securing device,LT9902007
fixed fire,LT1476883
flag administration,LT5215572
flag state,LT5098183
flame arrestor,LT7329917
flange breadth,LT7400274
flange diameter,LT3627146
flange fillet,LT2088491
flange thickness,LT1981214
flange transition,LT2652705
flanges of longitudinal stiffener,LT6233165
flank curvature,LT5305053
flank surface,LT7709936
flash temperature,LT1507823
flat bar,LT9624196
flat bottom,LT4946936
flat bottom hole,LT4033411
flat bottom hole calibration,LT5521028
flat plate,LT4351120
flat screen,LT5687585
flexible hose,LT4615807
flight diffraction,LT7015979
flight diffraction technique,LT4672092
flooding angle,LT8160316
flooding casualty,LT4576929
flooding detection system,LT5094902
flooding situation,LT1223627
flow Test,LT9125446
flow chart,LT6531221
flow rule,LT6911991
fluorescent penetrant,LT9140413
foam concentrate,LT7991648
foam control test,LT5504692
foam system,LT5286473
fog density,LT4295560
following criteria,LT3154732
following recommendation,LT1127614
following requirement,LT1581403
following symbol,LT1245933
force adjustment,LT7817573
force correction,LT3179184
force equilibrium,LT5494869
force on crank pin,LT1958538
force on nozzle,LT8549171
force on pod,LT2790672
force on strut,LT6543506
forces for bulk,LT5566107
forces for tanker,LT1880806
fore and aft direction,LT3320157
fore bulkhead,LT3544205
fore end,LT7314915
fore end section,LT6333587
fore end support,LT2339700
fore part,LT5703663
foremost cargo,LT3571213
foremost cargo hold,LT6634614
foremost cargo hold model,LT4920163
form for loading computer,LT4622959
formula for surface pressure,LT1828927
formula in Sec,LT3685728
formulae for component,LT9111676
formulas in Sec,LT8541353
forward Blade,LT9149702
forward bulkhead,LT4167347
forward cargo,LT8526942
forward cargo hold,LT3776933
forward load,LT6622854
foundation point,LT3465597
fraction of propeller radius,LT9969386
frame and transverse bulkhead,LT4172542
frame model,LT4810206
frame spacing,LT8674617
frame structure,LT1207884
free cloth,LT8549434
free of charge,LT4974806
free of debris,LT3090641
free surface,LT2536384
frequency range,LT1318258
frequent event,LT1958531
frequent occurrence,LT4766407
fresh water,LT6931396
friction coefficient,LT1051615
friction diameter,LT7370999
friction loss,LT8972029
friction losses,LT6590854
friction torque,LT1309408
friction torque reduction,LT4969738
frictional losses,LT7181432
frictional resistance,LT5246289
front for direct plotting,LT2661586
front wall,LT7421774
front wall frame,LT7037432
fuel for combustion machinery,LT1250616
fuel oil,LT1834283
fuel rack,LT2184964
fuel rack position,LT6907288
full breadth model,LT3135958
full pitch,LT7645880
full screen deflection,LT4501883
full screen height,LT2681707
full size,LT9837333
full size crank,LT6602268
full size crank Test,LT8794036
full skip,LT4556722
full skip distance,LT4724162
full skip scanning,LT5552371
full tank,LT1929594
full working pressure,LT1878833
function of cargo density,LT8541325
function of depth,LT7891837
function of draft,LT3675042
function of draught,LT5181119
function of engine speed,LT1753532
function of mesh deflection,LT5334243
function of shaft speed,LT5011182
function of time,LT9663381
functional requirement,LT1764865
functions of depth,LT8074729
fusion face,LT4845226
fusion weld,LT7009786
gain regulator with minimum,LT6541124
gain setting,LT4586567
galley exhaust,LT1649501
gamma ray,LT6680418
gas and inertia force,LT7857288
gas blow,LT1398653
gas carrier,LT5540122
gas compressor,LT9170152
gas concentration,LT4188568
gas cylinder,LT9373815
gas detection,LT2034293
gas fuel,LT3403976
gas fuel for combustion,LT7015949
gas pressure,LT5250878
gas supply,LT3075180
gate valve,LT6908659
gear,LT2720858
gear capacity,LT6671920
gear hydraulics,LT1988122
gear mesh,LT6570122
gear pair,LT3256113
gear rating,LT1415303
gear ratio,LT9092591
gear rim,LT8428932
gear stage,LT3328343
gear train,LT5514587
gear transmission,LT8105351
gear wheel,LT7428977
gear – rotary vane,LT8713647
gears with __,LT9076633
general arrangement,LT1984386
general arrangement drawing,LT6140099
general buckling,LT1851450
general cargo vessel,LT5478704
general description,LT6223824
general influence factor,LT7880085
general instruction,LT1044602
general intention,LT1108694
general load history,LT9172859
general procedure,LT1437525
general remark,LT4400120
general requirement,LT4702147
generation and distribution system,LT2094711
geometrical configuration,LT1011616
geometrical imperfection,LT3687543
geometrical imperfection amplitude,LT1241697
geometrical relation,LT2423355
geometrical stress,LT4112840
geometrical stress concentration,LT4664443
geometrical stress concentration factor,LT3705047
geometrical unsharpness,LT6855763
girder,LT7448939
girder capacity,LT2509893
girder capacity model,LT1413053
girder criteria,LT6283581
girder ultimate strength,LT4267279
girder web,LT9124057
girder with cut,LT1887394
girders etc,LT3539657
global FE analysis,LT4436026
global FE model,LT7051709
global Fe,LT4180867
global analysis,LT8232790
global collapse,LT4076103
global effect,LT9394965
global finite element,LT9915982
global hull,LT1624457
global load,LT9153738
global model,LT4633168
global or partial ship,LT6292116
global stiffness,LT5820954
global strength,LT4021983
good engineering judgement,LT9354902
gough pollard criterion,LT6004806
grain flow,LT4700473
grain loading,LT4788838
grain size,LT7969678
grain stability criteria,LT8367452
graphical method,LT3090496
graphical presentation,LT6659976
grease or cellulose gum,LT2975517
great extent,LT7692551
green sea,LT8026755
green sea pressure,LT6979230
grey staining,LT1036034
grillage analysis,LT4801476
grillage beam analysis,LT7227152
grillage model,LT1713916
gross mass,LT8505145
gross weight,LT9874721
ground or hard metal,LT3766321
group of damage,LT4091881
guidance note,LT8727613
guidance on fatigue analysis,LT7356839
guide block,LT6857397
guideline,LT1079216
halogens content,LT4683914
harbour condition,LT5064438
hard corner,LT2575501
hard corner element,LT4623893
hard end contact,LT7569444
hard layer,LT5558851
hard metal,LT4291041
hardened fillet,LT6708279
hardened gear,LT6232543
hardened layer,LT6069859
hardened material,LT9042301
hardened pinion,LT8518641
hardened steel,LT4589800
hardened teeth,LT4399041
hardened zone,LT9505230
hardening depth,LT3717068
hardening model,LT2691302
hardness depth,LT8686099
hardness depths,LT8759814
hardness drop,LT7829631
hardness profile,LT7064317
hardness specification,LT4133142
harmonic buckling mode,LT8122853
hatch coaming,LT6290378
hatch cover,LT4802020
hazard,LT6385771
hazard identification,LT1406577
hazardous area,LT5236932
hazardous space,LT7901777
hazardous zone,LT4917519
heat treatment,LT8681555
heavy and loose paint,LT2272632
heavy pitch,LT4451647
heeling moment,LT7795652
height of crank pin,LT4172353
heights in tank,LT7423429
heightwise crowning,LT7811882
helical cylindrical gear,LT7009691
helical gear,LT8159074
helical gears with __,LT3250964
helix angle,LT2624362
helix angle factor,LT6081382
helix angle factor Y_,LT6774268
helix correction,LT6857262
helix modification,LT4242364
hertzian contact width,LT8497147
hexahedral element,LT4636620
hidden safety,LT1832673
high amplitude,LT3073347
high cleanliness,LT2802780
high crowning,LT2078318
high cycle,LT2807315
high cycle criterion,LT5287472
high cycle end,LT4914997
high cycle fatigue,LT5800470
high cycle fatigue criterion,LT4207196
high cycle fatigue strength,LT3697959
high cycle stress criterion,LT2848392
high damping,LT4346072
high density load,LT7197576
high grade,LT5238092
high level,LT8623776
high number of specimen,LT5428650
high operational speed,LT2011339
high pressure cylinder,LT9255863
high reliability,LT4480547
high speed gear,LT8787149
high stress,LT3581714
high stress concentration,LT3409243
high temperature surface,LT8733913
high tensile,LT5810878
high tensile brass,LT9886572
high unit load,LT6974401
higher damping,LT4724615
higher hardness,LT7555958
hold FE analysis,LT6250043
hold FE model,LT2637374
hold model within midship,LT2360755
hold of FE model,LT7308471
hold of model,LT1647431
hole diameter,LT5157844
hole with diameter,LT4893290
holes for weight,LT1063799
holes in corner,LT9861621
hollow forging,LT4341466
hollow section,LT7850714
hollow shaft,LT7379463
hopper knuckle,LT7593873
hopper tank,LT4419241
hopper tank web,LT4053666
horizontal force,LT9188618
horizontal local load,LT5735783
horizontal neutral axis,LT3535181
horizontal nodal force,LT1320104
horizontal reaction force,LT4197388
horizontal stiffness,LT2017575
horizontal stringer,LT6628980
horizontal stringers on transverse,LT8535397
hot spot,LT7596742
housing deflection,LT5467695
hub and pitch mechanism,LT4510019
hub area,LT7530490
hull and machinery forging,LT9943569
hull and machinery steel,LT4203925
hull form,LT5565745
hull form data,LT2247126
hull girder,LT1686613
hull girder adjustment,LT4350532
hull girder capacity,LT6423498
hull girder collapse,LT9299111
hull girder load,LT8272840
hull girder response,LT6958327
hull girder section,LT9464850
hull girder shear,LT2491772
hull girder shear force,LT9736367
hull girder strength,LT4455383
hull girder target,LT4001454
hull girder transverse,LT3295250
hull girder transverse section,LT4120123
hull plating,LT1269165
hull section,LT4940555
hull section length,LT2534182
hull ship,LT7932475
hull structure,LT7653633
hull transverse section,LT8719114
hungry HORSE,LT6535414
hydraulic oil,LT7660763
hydraulic system,LT8411774
hydrocarbon,LT6113513
hydrocarbon gas,LT7114148
hydrocarbon liquid,LT4987597
hydrocarbon process installation,LT3537375
hydrodynamic load,LT2085455
hydrodynamic propeller load,LT4645176
hydrodynamic thrust,LT4453969
hydrogen hazard,LT8938124
hydrophilic emulsifier,LT2296098
hydrostatic test date,LT9040341
hydrostatic testing,LT9588602
ice block,LT9146379
ice class,LT9650967
ice classis,LT3263264
ice draught,LT2178562
ice impact,LT1202684
ice impact load,LT1646832
ice interaction,LT3862333
ice load,LT3140470
ice load case,LT5491733
ice load spectrum,LT5052302
ice max,LT3615393
ice shock,LT1609771
ice shock torque,LT8470358
ice stress,LT1712210
ice stress distribution,LT6624328
identical power,LT3756369
identical power unit,LT6127788
identification of reference block,LT2637382
idle speed,LT8643346
idler gear,LT7350604
illustrated schematically in Figure,LT4872234
illustration of load,LT2691193
illustration of load history,LT6429679
image quality,LT5964877
immersion time,LT5761986
imperfect plate,LT5875081
imperfection,LT5132810
imperfection amplitude,LT3644928
imperfection magnitude,LT1810384
imperfection model,LT2539452
imperfection pattern,LT3303492
imperfection sensitivity,LT4995505
imperfection size,LT5475744
inaccurate gear,LT1791126
